,Budget,Production Companies,ReleaseYear,Title,Director
28002,0,"['New Wave Entertainment Television', 'Type 55 Films']",2014,Morgan Murphy: Irish Goodbye,Jay Chapman
28003,0,"['Pioneer Pictures', 'Shaken, Not Stirred Productions', 'Martin Chase Productions']",2015,Grace Stirs Up Success,Vince Marcello
28004,0,['Haunted Mirror'],2015,The Mirror,Edward Boase
28005,0,[],1913,Traffic in Souls,George Loane Tucker
28006,0,[],1980,Solo,Konstantin Lopushanskiy
28007,0,[],2013,Laiskai Sofijai,Robert Mullan
28008,0,[],2009,My Suicide,David Lee Miller
28009,0,"['MACT Productions', 'Alma Films', 'ZDF/Arte', 'United Channel Movies', 'Heimatfilm', 'Riva Film', 'Konken Studios']",2014,A Borrowed Identity,Eran Riklis
28010,445000,['New World Pictures'],1976,Jackson County Jail,Michael Miller
28011,0,[],2004,Arya,Sukumar
28012,0,[],1994,Main Khiladi Tu Anari,Sameer Malkan
28013,0,['Varma Corporation'],2000,Jungle,Ram Gopal Varma
28014,0,['Choice Films Inc.'],2005,Sehar,Kabeer Kaushik
28015,0,[],1998,Zakhm,Mahesh Bhatt
28016,0,['Shaw Brothers'],1980,The Master,Chun-Ku Lu
28017,0,['Bojon Films Company Ltd.'],1989,Pedicab Driver,Sammo Kam-Bo Hung
28018,0,"['Python (Monty) Pictures Limited', 'Stage 6 Films', 'Picture Production Company']",2010,Not the Messiah: He's a Very Naughty Boy,Aubrey Powell
28019,20000000,[],2012,Labyrinth,Christopher Smith
28020,18550417,"['Two Oceans Production', 'Talkback Thames', 'Teamworx']",2011,The Sinking of the Laconia,Uwe Janson
28021,0,"['British Broadcasting Corporation (BBC)', 'WGBH', 'Nova']",2007,The Shadow in the North,John Alexander
28022,0,['The Rank Organisation'],1967,Carry on Doctor,Gerald Thomas
28023,0,['Gorky Film Studio'],1972,The Dawns Here Are Quiet,Stanislav Rostotskiy
28024,0,['Shaw Brothers'],1983,Shaolin Intruders,Chia Tang
28025,0,"['Long Shong Pictures', 'Bojon Films Company Ltd.']",1995,Don't Give a Damn,Sammo Kam-Bo Hung
28026,0,"['Opus Pictures', 'Showbox Entertainment']",2008,A Frozen Flower,Ha Yoo
28027,9000000,[],2009,Kaminey,Vishal Bhardwaj
28028,1500000,['Varma Corporation'],2002,Company,Ram Gopal Varma
28029,17000000,"['Aascar Films', 'Raaj Kamal Films International', 'PVP Cinema']",2013,Vishwaroopam,Kamal Haasan
28030,0,"['Big Screen Entertainment', 'Eros International', 'Shemaroo']",2006,Omkara,Vishal Bhardwaj
28031,0,['Filmkraft Productions Pvt. Ltd'],1997,Koyla,Rakesh Roshan
28032,0,[],1999,Shool,Eeshwar Nivas
28033,0,[],1990,Ghayal,Rajkumar Santoshi
28034,0,"['K Sera Sera', 'Shree Ashtavinayak Cinevision Ltd']",2006,Golmaal: Fun Unlimited,Rohit Shetty
28035,0,"[""Win's Movie Productions Ltd.""]",1992,Royal Tramp,Jing Wong
28036,0,[],2011,Saheb Biwi Aur Gangster,Tigmanshu Dhulia
28037,0,[],2001,Gadar: Ek Prem Katha,Anil Sharma
28038,0,['Golden Harvest Company Ltd.'],1979,Knockabout,Sammo Kam-Bo Hung
28039,0,[],2011,Shaitan,Bejoy Nambiar
28040,0,['Base Industries Group'],2002,Awara Paagal Deewana,Vikram Bhatt
28041,0,[],1979,The Incredible Kung Fu Master,Tung Cho 'Joe' Cheung
28042,0,['Yash Raj Films'],2014,Mardaani,Pradeep Sarkar
28043,11000000,['White Feather Films'],2007,Shootout at Lokhandwala,Apoorva Lakhia
28044,6900000,['United Seven Creations'],2000,Josh,Mansoor Khan
28045,0,[],1986,Righting Wrongs,Corey Yuen
28046,0,['Shaw Brothers'],1982,Five Elements Ninjas,Cheh Chang
28047,0,[],2004,Virumandi,Kamal Haasan
28048,0,['Lai Wah Film Company'],1977,The Invincible Armour,See-Yuen Ng
28049,0,[],1978,Born Invincible,Joseph Kuo
28050,0,['Seasonal Film Corporation'],1979,Dance of the Drunken Mantis,Woo-Ping Yuen
28051,0,['Graffon Film (H.K.) Co.'],1980,The Victim,Sammo Kam-Bo Hung
28052,0,['Shaw Brothers'],1979,The Magnificent Ruffians,Cheh Chang
28053,0,['Shaw Brothers'],1980,Fists of the White Lotus,Lieh Lo
28054,0,[],1989,Raakh,Aditya Bhattacharya
28055,0,['Tin Ping Film Company'],1983,Shaolin vs. Lama,Tso Nam Lee
28056,19500000,['Yash Raj Films'],2013,Dhoom 3,Vijay Krishna Acharya
28057,0,['Toei Animation'],2008,Dragon Ball: Hey! Son Goku and Friends Return!!,Yoshihiro Ueda
28058,0,[],1979,The Mystery of Chess Boxing,Joseph Kuo
28059,11000000,['Yash Raj Films'],2006,Dhoom 2,Sanjay Gadhvi
28060,3000000,[],2011,Never Back Down 2: The Beatdown,Michael Jai White
28061,0,[],1972,One-Armed Boxer,Jimmy Wang Yu
28062,0,[],2002,Hidden Enforcers,Yin Nam
28063,0,['RGV Film Factory'],2007,Ram Gopal Varma Ki Aag,Ram Gopal Varma
28064,0,[],2013,Shahid,Hansal Mehta
28065,0,[],2013,Siddharth,Richie Mehta
28066,0,['Beam Entertainment'],1998,Kite,Yasuomi Umetsu
28067,0,[],2007,Like a Dragon,Takashi Miike
28068,0,"['Informant Media', 'Informant Films']",2014,Boychoir,François Girard
28069,0,[],2003,Eddie Izzard: Sexie,Declan Lowney
28070,0,[],2010,Beyond Gay: The Politics of Pride,Bob Christie
28071,0,"['Syfy', 'Universal Cable Productions']",2013,Rewind,Jack Bender
28072,68000000,"['Universal Pictures', 'Fuzzy Door Productions', 'Bluegrass Films', 'Smart Entertainment', 'Media Rights Capital (MRC)']",2015,Ted 2,Seth MacFarlane
28073,5000000,"['Bayou Pictures', 'Diamondback 99']",2012,Fortress,Mike Phillips
28074,0,[],2010,Mothman,Sheldon Wilson
28075,0,['Warner Bros.'],1951,Rabbit Fire,Chuck Jones
28076,0,[],2014,Elizabeth Ekadashi,Paresh Mokashi
28077,0,[],2014,Queen,Vikas Bahl
28078,0,['Kilburn Media'],2014,Indigenous,Alastair Orr
28079,0,"['Doosaboo Film', 'FilmZ']",2002,Sex Is Zero,JK Youn
28080,0,"['Phoenix Pictures', 'Bill and Ben Productions']",2015,Absolutely Anything,Terry Jones
28081,0,"['Centro Nacional Autónomo de Cinematografía', 'Fundación  Villa del Cine', 'JEMD Films', 'Rodando Films', 'X Rojo Producciones', 'Xenon Films', 'Épica Producciones', 'TRES Cinematografía']",2013,The House at the End of Time,Alejandro Hidalgo
28082,0,['New World Pictures'],1974,Candy Stripe Nurses,Alan Holleb
28083,0,['Twentieth Century Fox Film Corporation'],1959,Hound-Dog Man,Don Siegel
28084,0,['Allied Artists Pictures'],1955,An Annapolis Story,Don Siegel
28085,0,['Fryman Enterprises'],1957,Baby Face Nelson,Don Siegel
28086,0,[],1975,The Nickel Ride,Robert Mulligan
28087,0,['National General Production Inc.'],1968,The Stalking Moon,Robert Mulligan
28088,0,[],1961,The Great Impostor,Robert Mulligan
28089,0,['Álvaro Agustín'],2013,Afterparty,Miguel Larraya
28090,0,"['Coral Producciones Cinematográficas', 'Rafael Gil Álvarez']",1976,"A la legión le gustan las mujeres... y a las mujeres, les gusta la legión",Rafael Gil
28091,0,['T-Series'],2014,Bhoothnath Returns,Nitesh Tiwari
28092,0,[],1998,Dance Me to My Song,Rolf de Heer
28093,0,"['Zweites Deutsches Fernsehen (ZDF)', 'Telemaz (TM)', 'Bluverde F.V.T. Produktionsgesellschaft']",2009,Horst Schlämmer - Isch kandidiere!,Angelo Colagrossi
28094,0,"['Showbox', 'Finecut']",2014,The Royal Tailor,Wonsuk Lee
28095,0,"['Arden Films', 'Flying Box Productions', 'Getaway Pictures']",2014,Posthumous,Lulu Wang
28096,0,['Paramount Pictures'],1956,Pardners,Norman Taurog
28097,0,[],2005,It Waits,Steven R. Monroe
28098,500000,"['The Asylum', 'The Global Asylum']",2010,Milf,Scott Wheeler
28099,0,[],2001,Herman U.S.A.,Bill Semans
28100,0,[],1994,The Silence of the Hams,Ezio Greggio
28101,10000000,"['USA Films', ""Traveler's Rest Films"", 'USA Cable Network']",2002,Firestarter 2: Rekindled,Robert Iscove
28102,1000000,['Weggee Productions'],2007,Stripper Academy,Vincent Foster
28103,0,"['47 Entertainment', 'Cameo FJ Entertainment', 'RSH Entertainment']",2006,Bottoms Up,Erik MacArthur
28104,0,"['Four Square Productions', 'KT Entertainment']",1992,Killer Tomatoes Eat France!,John De Bello
28105,0,[],2009,Hallettsville,Andrew Pozza
28106,0,"['Republic Pictures (II)', 'Transnational Entertainment']",1995,Rumpelstiltskin,Mark Jones
28107,0,['Enterprise Productions'],1947,Ramrod,André De Toth
28108,0,['Dimension Films'],2003,Dracula II: Ascension,Patrick Lussier
28109,0,"['Rigel Independent Entertainment', 'Catalyst Entertainment Production', 'Durrant Fox Productions Inc.']",1999,Universal Soldier III: Unfinished Business,Jeff Woolnough
28110,6000000,"['Ignition Pictures', '20th Century Fox Home Entertainment', 'Twin Continental Films']",2008,Bachelor Party 2: The Last Temptation,James Ryan
28111,104002432,"['Jaffe / Braunstein Enterprise', 'Lifetime Network']",2010,Double Wedding,Craig Pryce
28112,0,"['IAC Film', 'Channel 4 Television Corporation', 'Projector Productions']",1998,Alice Through the Looking Glass,John Henderson
28113,0,['Dimension Extreme'],2008,Pulse 2: Afterlife,Joel Soisson
28114,0,[],2008,Lower Learning,Mark Lafferty
28115,4000000,"['Go2sho', 'Return to Sleepaway corp.']",2008,Return to Sleepaway Camp,Robert Hiltzik
28116,0,"['Asylum, The', 'Broken Films']",2014,Alpha House,Jacob Cooney
28117,7500000,[],2009,Ace Ventura: Pet Detective Jr.,David Mickey Evans
28118,0,[],1998,Universal Soldier II: Brothers in Arms,Jeff Woolnough
28119,0,"['Ghost House Pictures', 'Stage 6 Films', 'B and G Derivatives Holdings']",2008,Boogeyman 3,Gary Jones
28120,0,[],2008,A Simple Promise,Earnest Harris
28121,0,[],2008,Ryan and Sean's Not So Excellent Adventure,Richard Van Vleet
28122,0,"['Nikkatsu', 'Django Film', 'Shochiku Company']",2013,The Complex,Hideo Nakata
28123,0,"['Entertainment Farm', 'Geneon Entertainment', 'Fellah Pictures']",2004,Premonition,Norio Tsuruta
28124,0,[],2008,The Craving,Sean Dillon
28125,0,['Sunfilm Entertainment'],2009,American High School,Sean Patrick Cannon
28126,0,['Quad Productions'],2009,Every Jack Has a Jill,Jennifer Devoldère
28127,0,[],1999,Journey to the Center of the Earth,George Miller
28128,0,"['Film Threat DVD', 'Aloha Pictures']",2005,My Big Fat Independent Movie,Philip Zlotorynski
28129,210000,['Red Gourmet Productions'],2008,The Cook,Gregg Simon
28130,0,[],2006,Irish Jam,John Eyres
28131,0,['Alberta Film Entertainment'],2004,The Twelve Days of Christmas Eve,Martha Coolidge
28132,0,['FM Entertainment International N.V.'],1996,Bloodsport III,Alan Mehrez
28133,175000000,"['Walt Disney Pictures', 'Pixar Animation Studios']",2015,The Good Dinosaur,Peter Sohn
28134,53000000,"['Infinitum Nihil', 'Head Gear Films', 'Cross Creek Pictures', 'Free State Pictures', 'RatPac-Dune Entertainment', 'Le Grisbi Productions', 'Vendian Entertainment']",2015,Black Mass,Scott Cooper
28135,245000000,"['Columbia Pictures', 'Danjaq', 'B24']",2015,Spectre,Sam Mendes
28136,0,[],1991,Killer Tomatoes Strike Back!,John De Bello
28137,0,"['Saito Entertainment', 'Tokyo Movie Shinsha (TMS)', 'Towa Productions']",1983,Golgo 13: The Professional,Osamu Dezaki
28138,0,[],1972,The Grand Duel,Giancarlo Santi
28139,0,[],2008,The Hottie & the Nottie,Tom Putnam
28140,0,['Alla Prima Productions'],2008,Senior Skip Day,Nick Weiss
28141,0,[],1991,Vacanze di Natale '91,Enrico Oldoini
28142,0,"['Italian International Film', 'Italfrance Films', 'Dean Film']",1988,Taste of Life,Enrico Oldoini
28143,0,"['Gaumont', 'Opera Film Produzione']",1981,Il marchese del Grillo,Mario Monicelli
28144,0,"['Clesi Cinematografica', 'Greenwich Film Productions', 'José Frade Producciones Cinematográficas S.A.', 'Gaumont International', 'Albatros Filmproduktion', 'Filmédis']",1979,Traffic Jam,Luigi Comencini
28145,0,"['Dino de Laurentiis Cinematografica', 'C.I.C.', 'Produzione Cinematografiche Inter.Ma.Co.']",1972,The Scopone Game,Luigi Comencini
28146,0,['Documento Film'],1971,Why?,Nanni Loy
28147,0,"[""Explorer Film '58"", 'Euro Film']",1968,Be Sick... It's Free,Luigi Zampa
28148,0,['Documento Films'],1971,A Girl in Australia,Luigi Zampa
28149,0,[],1963,The Boom,Vittorio De Sica
28150,0,[],1963,To Bed or Not to Bed,Gian Luigi Polidoro
28151,0,['Dino de Laurentiis Cinematografica'],1963,The Teacher from Vigevano,Elio Petri
28152,0,[],1961,A Difficult Life,Dino Risi
28153,0,['Dino de Laurentiis Cinematografica'],1961,The Best of Enemies,Guy Hamilton
28154,0,[],1960,Il vigile,Luigi Zampa
28155,0,[],1960,Everybody Go Home!,Luigi Comencini
28156,0,"['Società Generale Cinematografica', 'Chamartín Producciones y Distribuciones', 'Napoleon Film']",1960,Brevi amori a Palma di Majorca,Giorgio Bianchi
28157,0,[],1959,The Swindlers,Francesco Rosi
28158,0,[],1959,The Widower,Dino Risi
28159,0,['Titanus'],1955,The Sign of Venus,Dino Risi
28160,0,[],1955,A Hero of Our Times,Mario Monicelli
28161,0,[],1957,Il conte Max,Giorgio Bianchi
28162,0,[],1954,The Art of Getting Along,Luigi Zampa
28163,0,['Aldan Company'],1980,Night of the Demon,James C. Wasson
28164,3500000,"['Castel Film Romania', 'Neo Art & Logic', 'Dimension Films']",2005,Dracula III: Legacy,Patrick Lussier
28165,0,[],2008,Oppai Chanbara: Striptease Samurai Squad,Akira Hirose
28166,2000000,"['Truth and Soul Pictures Inc', 'Morningstar Films', 'Soular Entertainment', 'Four Horsemen Films', 'Fat Monster Films']",2011,Cross,Patrick Durham
28167,0,[],2009,The Terminators,Xavier S. Puslowski
28168,0,['Trimark Pictures'],1996,Pinocchio's Revenge,Kevin Tenney
28169,0,"['Gullane Entretenimento S.A.', 'África Filmes']",2015,The Second Mother,Anna Muylaert
28170,0,['Omega Entertainment'],1989,Ninja Academy,Nico Mastorakis
28171,340000,['Wunderkind Pictures'],2013,Noobz,Blake Freeman
28172,0,[],2012,American Animal,Matt D'Elia
28173,0,['Sunfilm Entertainment'],2011,The Howling: Reborn,Joe Nimziki
28174,0,['Unified Film Organization (UFO)'],1999,Storm,Harris Done
28175,4500000,"['Ghost House Pictures', 'Destination Films']",2007,Boogeyman 2,Jeff Betancourt
28176,0,[],2012,Bad Kids Go to Hell,Matthew Spradlin
28177,0,['Rapid Heart Pictures'],2013,Hansel & Gretel: Warriors of Witchcraft,David DeCoteau
28178,0,"['Zircocine', 'Lagarto Cine']",2010,18 Meals,Jorge Coira
28179,0,"['Longway Films', 'ScreenWest', 'Pork Chop Productions']",2006,Last Train to Freo,Jeremy Sims
28180,800000,['A. C. I. Films'],2013,The Wicked,Peter Winther
28181,0,"['Levity Entertainment Group', 'Bento Box Entertainment']",2014,Achmed Saves America,Frank Marino
28182,0,['The Asylum'],2014,Android Cop,Mark Atkins
28183,0,['The Asylum'],2014,Hercules Reborn,Nick Lyon
28184,0,"['Persistent Entertainment', 'L.I.F.T. Production', 'Element Films']",2004,Freshman Orientation,Ryan Shiraki
28185,0,['Alan Sacks Productions'],1999,Smart House,LeVar Burton
28186,0,['Universal Pictures'],1964,The Brass Bottle,Harry Keller
28187,0,[],2013,Four Assassins,Stanley J. Orzel
28188,0,[],1988,Scooby-Doo and the Reluctant Werewolf,Ray Patterson
28189,0,"['Warner Bros.', 'Hanna Barbera Production']",1998,Scooby-Doo on Zombie Island,Jim Stenstrum
28190,0,[],2003,Scooby-Doo and the Monster of Mexico,Scott Jeralds
28191,0,[],2013,Scooby-Doo! Stage Fright,Victor Cook
28192,0,"['DC Comics', 'Warner Bros. Animation']",2006,Superman: Brainiac Attacks,Curt Geda
28193,0,[],2002,Sex and the Teenage Mind,Donald L. Gold
28194,0,['The Asylum'],2015,Avengers Grimm,Jeremy M. Inman
28195,0,"['Destination Films', ""Shouldn't Throw Stones""]",2006,Glass House: The Good Mother,Steve Antin
28196,0,[],1987,Below Zero,Gian Luigi Polidoro
28197,0,"['Arco Film', 'Cineriz']",1969,Satyricon,Gian Luigi Polidoro
28198,0,[],1983,Il tassinaro,Alberto Sordi
28199,0,[],1982,Io so che tu sai che io so,Alberto Sordi
28200,0,['Scena Film'],1982,In viaggio con papà,Alberto Sordi
28201,0,[],1974,While There's War There's Hope,Alberto Sordi
28202,0,"['Threshold Entertainment', 'New Line Home Video']",1995,Mortal Kombat: The Journey Begins,Joseph Francis
28203,5000,[],2008,Red Victoria,Tony Brownrigg
28204,0,[],2010,Megaman,Eddie Lebron
28205,0,['Eagle One Media'],2009,Street Fighter: Round One - Fight!,Joe Whiteaker
28206,0,"['The Asylum', 'Syfy']",2015,Sharknado 3: Oh Hell No!,Anthony C. Ferrante
28207,0,['Universal Pictures'],2015,The Scorpion King 4: Quest for Power,Mike Elliott
28208,0,['Warner Home Video'],2015,Scooby-Doo! Moon Monster Madness,Paul McEvoy
28209,0,['Buena Vista'],1998,My Date with the President's Daughter,Alex Zamm
28210,0,[],1979,Bersaglio altezza uomo,Guido Zurli
28211,0,"['HIFI Stereo 70 Kg', 'Neptunia Film']",1971,The Mad Butcher,Guido Zurli
28212,0,"['Hanna-Barbera Productions', 'Warner Bros. Animation']",2007,"Chill Out, Scooby-Doo!",Joe Sichta
28213,0,[],2000,Scooby-Doo and the Alien Invaders,Jim Stenstrum
28214,0,"['Hanna-Barbera Productions', 'Warner Bros. Animation']",2001,Scooby-Doo and the Cyber Chase,Jim Stenstrum
28215,0,[],2005,Scooby-Doo in Where's My Mummy?,Joe Sichta
28216,0,[],2009,Scooby-Doo and the Samurai Sword,Christopher Berkeley
28217,0,['Warner Bros.'],2003,Scooby-Doo and the Legend of the Vampire,Scott Jeralds
28218,0,[],2005,"Aloha, Scooby-Doo!",Tim Maltby
28219,0,[],2006,Scooby-Doo! Pirates Ahoy!,Chuck Sheetz
28220,0,[],2008,Scooby-Doo and the Goblin King,Joe Sichta
28221,0,['Warner Bros. Animation'],2012,Big Top Scooby-Doo!,Ben Jones
28222,0,[],2011,Scooby-Doo! Legend of the Phantosaur,Ethan Spaulding
28223,0,['Hanna-Barbera Productions'],1979,Scooby Goes Hollywood,Ray Patterson
28224,0,['Warner Bros. Home Video'],2012,Scooby-Doo! Mask of the Blue Falcon,Michael Goguen
28225,0,"['Warner Bros. Animation', 'Hanna Barbera Production']",2012,Scooby-Doo! Music of the Vampire,David Block
28226,0,[],2013,Scooby-Doo! Adventures: The Mystery Map,Jomac Noph
28227,0,['Disney Channel'],2000,Quints,Bill Corcoran
28228,0,"['Nickelodeon Movies', 'Schneiders Bakery']",2006,Drake and Josh Go Hollywood,Steve Hoefer
28229,0,"['Jupiter Generale Cinematografica', 'Labrador Films', 'UTI Produzioni Associate']",1972,Slap the Monster on Page One,Marco Bellocchio
28230,0,"['Corona Cinematografica', 'Zodiac Produzioni']",1979,Tigers in Lipstick,Luigi Zampa
28231,0,[],1973,Secrets of a Nurse,Luigi Zampa
28232,0,"['Paramount Pictures', 'Documento Film']",1968,Anyone Can Play,Luigi Zampa
28233,0,['bruguglio films'],1948,Anni difficili,Luigi Zampa
28234,0,"['Lux Film', 'Ora Film']",1947,Angelina,Luigi Zampa
28235,0,['Film Communications Inc.'],1982,The Executioner's Song,Lawrence Schiller
28236,0,[],1977,I Am Afraid,Damiano Damiani
28237,0,"[""Explorer Film '58"", 'Euro International Film (EIA)']",1971,Confessions of a Police Captain,Damiano Damiani
28238,0,['Fair Film'],1971,"The Case Is Closed, Forget It",Damiano Damiani
28239,0,[],1973,High Crime,Enzo G. Castellari
28240,0,['Toei Tokyo'],1966,Samurai Wolf,Hideo Gosha
28241,0,"['Kid Love Productions', 'Music Link Productions']",2005,Bill Maher: I'm Swiss,Michael Drumm
28242,0,[],2014,Bill Maher: Live from D.C.,Troy Miller
28243,0,['Zentropa Entertainments'],2006,Clash of Egos,Tomas Villum Jensen
28244,66260,"['RKO Radio Pictures, Inc.', 'Walt Disney Productions']",1938,Ferdinand the Bull,Dick Rickard
28245,0,['Levity Productions'],2007,Gabriel Iglesias: Hot and Fluffy,Manny Rodriguez
28246,0,[],1996,George Carlin: Back in Town,Rocco Urbisci
28247,0,['Cable Stuff Productions'],1999,George Carlin: You Are All Diseased,Rocco Urbisci
28248,0,['Production I.G.'],2008,Ghost in the Shell 2.0,Mamoru Oshii
28249,0,['Walt Disney Productions'],1944,How to Play Football,Jack Kinney
28250,0,['Marvel Studios'],2014,Iron Man and Captain America: Heroes United,Leo Riley
28251,0,['Levity Productions'],2006,Jeff Dunham: Arguing with Myself,Manny Rodriguez
28252,0,['Levity Productions'],2007,Jeff Dunham: Spark of Insanity,Michael Simon
28253,0,[],2012,Jeff Ross Roasts America,Jaime Eliezer Karas
28254,0,"['Chimichanga Productions', 'Music Link Productions', 'MacDonald-Murray Productions']",2006,Jim Gaffigan: Beyond the Pale,Michael Drumm
28255,0,[],2008,John Oliver: Terrifying Times,Troy Miller
28256,0,[],2004,Kim Possible: A Sitch in Time,Steve Loter
28257,0,[],1999,Larry David: Curb Your Enthusiasm,Robert B. Weide
28258,0,['Regner Grasten Film'],1999,Kærlighed ved første hik,Tomas Villum Jensen
28259,0,['Warner Bros. Pictures'],1955,One Froggy Evening,Chuck Jones
28260,0,[],2004,Pablo Francisco: Bits and Pieces - Live from Orange County,Shawn Amos
28261,0,"['RKO Radio Pictures, Inc.', 'Walt Disney Productions']",1947,Pluto's Blue Note,Charles Nichols
28262,0,['Lucasfilm'],2007,Robot Chicken: Star Wars,Seth Green
28263,0,[],2002,John Leguizamo: Sexaholix... A Love Story,Marty Callner
28264,0,"['Shemaroo', 'VB Pictures']",2010,Ishqiya,Abhishek Chaubey
28265,0,[],2001,Chandni Bar,Madhur Bhandarkar
28266,0,['UTV Spotboy Motion Pictures'],2009,Dev.D,Anurag Kashyap
28267,0,[],2011,Pablo Francisco: They Put It Out There,Manny Rodriguez
28268,15719,"['Walt Disney Production', 'United Artists Pictures']",1933,Three Little Pigs,Burt Gillett
28269,0,['Warner Home Video'],2006,Tom and Jerry in Shiver Me Whiskers,Scott Jeralds
28270,0,"['Makar Productions', 'Pictorion Pictures']",2006,True North,Steve Hudson
28271,0,[],2011,One Kine Day,Chuck Mitsui
28272,0,"['Sil-Metropole Organisation', 'Sun Entertainment Culture']",2015,Little Big Master,Adrian Kwan
28273,0,"['Levity Productions', 'Red Wire Blue Wire']",2014,Jeff Dunham: All Over the Map,Rob Dipple
28274,0,['Levity Productions'],2008,Jeff Dunham's Very Special Christmas Special,Michael Simon
28275,0,"['Mediacorp Raintree Pictures', 'Artforce International', 'Beijing Jinyinma Movie & TV Culture Co.', 'China Film Group Corporation (CFGC)']",2007,Protégé,Tung-Shing Yee
28276,0,[],2013,Stop The Pounding Heart,Roberto Minervini
28277,0,[],2015,Amityville Playhouse,John R. Walker
28278,0,[],1993,Thunder in Paradise,Douglas Schwartz
28279,0,[],2000,Miracle in Lane 2,Greg Beeman
28280,0,['Filmirage'],1990,Quest for the Mighty Sword,Joe D'Amato
28281,0,[],2000,Grandma Got Run Over by a Reindeer,Phil Roman
28282,0,"['Cassadaga Film Production', 'Poiley Wood Entertainment']",2011,Cassadaga,Anthony DiBlasi
28283,3000000,['Walt Disney Productions'],1983,Mickey's Christmas Carol,Burny Mattinson
28284,0,[],1986,My Pet Monster,Timothy Bond
28285,0,[],2012,Puppet Master X: Axis Rising,Charles Band
28286,0,[],2008,Gingerdead Man 2: Passion of the Crust,Silvia St. Croix
28287,0,[],2011,Gingerdead Man 3: Saturday Night Cleaver,William Butler
28288,0,['Full Moon Features'],2013,Gingerdead Man vs Evil Bong,Charles Band
28289,0,[],2013,Sirius,Amardeep Kaleka
28290,0,['DreamWorks Animation'],2011,Kung Fu Panda: Secrets of the Masters,Tony Leondis
28291,5000000,['Bulletproof Productions'],1988,Bulletproof,Steve Carver
28292,0,[],2011,Shelter Island,Michael Canzoniero
28293,30000000,"['Universal Pictures', 'Scott Rudin Productions', 'Legendary Pictures', 'The Mark Gordon Company', 'Management 360', 'Cloud Eight Films']",2015,Steve Jobs,Danny Boyle
28294,15000000,"['Studio Canal', 'See-Saw Films', 'Creative Scotland', 'Film4', 'Anton Capital Entertainment (ACE)', 'DMC Films']",2015,Macbeth,Justin Kurzel
28295,0,[],1961,Il mantenuto,Ugo Tognazzi
28296,0,"['Item 7', 'P.S. Productions']",2013,Cyanide,Séverine Cornamusaz
28297,0,[],2010,Fracture,Alain Tasma
28298,0,['Tea Shop & Film Company'],2013,Green Street 3: Never Back Down,James Nunn
28299,0,"['EuropaCorp', 'Rhamsa Productions']",2013,The Dream Kids,Vianney Lebasque
28300,0,"['Onyx Films', 'Fidélité Films', 'Scope Pictures', 'Studio 37', 'Luxanimation']",2011,The Prodigies,Antoine Charreyron
28301,0,['Mazel Productions'],2010,Je vous aime très beaucoup,Philippe Locquet
28302,0,['Les Films 13'],2007,Nos amis les Terriens,Bernard Werber
28303,0,[],1997,Buttoners,Petr Zelenka
28304,0,[],1999,The Thirteenth Year,Duwayne Dunham
28305,0,[],1995,Freaky Friday,Melanie Mayron
28306,0,"['Walden Media', 'Zucker Productions', 'Triple D Productions']",2013,Dear Dumb Diary,Kristin Hanggi
28307,0,"['RKO Radio Pictures, Inc.', 'Walt Disney Productions']",1938,Mickey's Trailer,Ben Sharpsteen
28308,0,['Lotte Entertainment'],2012,The Concubine,Dae-seung Kim
28309,0,['Blumhouse Productions'],2014,Creep,Patrick Brice
28310,0,[],2010,#1 Cheerleader Camp,Mark Quod
28311,0,"['Les Films de la Pléiade', 'Péchiney']",1959,The Song of Styrene,Alain Resnais
28312,0,['Les Films de la Pléiade'],1960,Love Exists,Maurice Pialat
28313,0,[],1960,Charlotte and Her Boyfriend,Jean-Luc Godard
28314,0,['Ultramar Films'],1949,The Great Madcap,Luis Buñuel
28315,0,['PWSTiF'],1966,The Office,Krzysztof Kieslowski
28316,0,['Lodz Film School'],1966,Tramway,Krzysztof Kieslowski
28317,0,"['Universal Pictures', 'Toho', 'Metro-Goldwyn-Mayer (MGM)', 'The Pokémon Company', 'OLM', 'Yasahi-Mation Productions']",2013,Pokémon the Movie: Genesect and the Legend Awakened,Kunihiko Yuyama
28318,0,"['Universal Pictures', 'Toho', 'Viz Media', 'Universal Pictures (UK)']",2009,Pokémon: Arceus and the Jewel of Life,Kunihiko Yuyama
28319,0,[],2007,Pokémon: The Rise of Darkrai,Kunihiko Yuyama
28320,0,[],2002,The Flying Car,Kevin Smith
28321,0,['Little Dragon Productions'],2014,Jurassic City,Sean Cain
28322,0,['Extinct Production'],2014,Dinosaur Island,Matt Drummond
28323,0,['La Luna Entertainment'],2015,The Ouija Experiment 2: Theatre of Death,Israel Luna
28324,0,"['A Company Filmproduktionsgesellschaft', 'Aleph Motion Pictures', 'Aden Film']",2015,Madame Bovary,Sophie Barthes
28325,3200000,"['F.G. Film Productions', 'Thatcher Productions']",2014,Turkey Shoot,Jon Hewitt
28326,0,['The Asylum'],2015,Bound,Jared Cohn
28327,0,"['Raindance Entertainment', 'Ralph Smyth Entertainment', 'Red Productions']",2014,Balls Out,Andrew Disney
28328,0,"['Optimism Entertainment', 'Station 8 Films']",2015,Phantom Halo,Antonia Bogdanovich
28329,0,"['Revolution Films', 'BBC Films', 'Cattleya', 'Vedette Finance', 'Multitrade', 'Ypsilon Films']",2014,The Face of an Angel,Michael Winterbottom
