,Budget,Production Companies,ReleaseYear,Title,Director
22273,0,['Metro-Goldwyn-Mayer (MGM)'],1934,Chained,Clarence Brown
22274,0,"['New Line Cinema', 'North American Pictures', 'Excalibur Pictures', 'Public 21 Cinema']",1993,Chained Heat 2,Lloyd A. Simandl
22275,0,['Shaw Brothers'],1976,Challenge of the Masters,Chia-Liang Liu
22276,0,['New World Pictures'],1975,Darktown Strutters,William Witney
22277,0,"['Code', 'Directions', 'Studio Rikka']",2010,Time of Eve,Yasuhiro Yoshiura
22278,70000000,"['Universal Pictures', 'Legendary Pictures', 'Fuji Television Network', 'Dentsu', 'Michael De Luca Productions']",2014,Dracula Untold,Gary Shore
22279,0,['Metro-Goldwyn-Mayer (MGM)'],1971,Chandler,Paul Magwood
22280,0,[],2012,Charles Bradley: Soul of America,Poull Brien
22281,0,['Twentieth Century Fox Film Corporation'],1937,Charlie Chan at Monte Carlo,Eugene Forde
22282,0,['Twentieth Century Fox Film Corporation'],1936,Charlie Chan at the Circus,Harry Lachman
22283,0,['Amiguetes Entertainment S.L.'],2005,Torrente 3: El protector,Santiago Segura
22284,0,"['Universal Pictures', 'Blumhouse Productions', 'IM Global', 'Chambara Pictures']",2014,Stretch,Joe Carnahan
22285,0,[],1976,San Babila: 8 P.M.,Carlo Lizzani
22286,0,"['Distant Horizons', 'Ghostown Film Management']",1989,Hellgate,William A. Levey
22287,0,[],1990,The Sleeping Car,Douglas Curtis
22288,0,"['Films A2', 'Chris Sievernich Filmproduktion', 'France 2 (FR2)', 'Wim Wenders Productions', 'Wim Wenders Stiftung', 'Gray City']",1982,Room 666,Wim Wenders
22289,0,"['Jadran Film', 'Croatia Film']",1976,The Rat Savior,Krsto Papic
22290,7000000,"['Green Moon Productions', 'Nu Boyana Viburno']",2014,Automata,Gabe Ibáñez
22291,18000000,"['Grindstone Entertainment Group', 'Emmett/Furla Films', 'Oasis Films', 'Aperture Entertainment']",2014,The Prince,Brian A. Miller
22292,0,"['RabbitBandini Productions', 'Lee Caplin / Picture Entertainment']",2013,As I Lay Dying,James Franco
22293,0,[],2011,Nicky's Family,Matej Minac
22294,25000000,"['Matador Pictures', 'Arcadia Motion Pictures', 'uFilm', 'Afrodita Audiovisual, A.I.E.', 'Le Tax Shelter du Gouvernement Fédéral de Belgique', 'Telefónica Producciones', 'Umedia', 'Entertainment Motion Pictures', 'Cinema One', 'Nix Films', 'International Pictures Two', 'Cronos Entertainment AIE']",2013,The Adventurer: The Curse of the Midas Box,Jonathan Newman
22295,0,['Twentieth Century Fox Film Corporation'],1937,Charlie Chan at the Olympics,H. Bruce Humberstone
22296,0,['Twentieth Century Fox Film Corporation'],1936,Charlie Chan at the Opera,H. Bruce Humberstone
22297,0,['Emergent Films Ltd.'],1969,Stereo (Tile 3B of a CAEE Educational Mosaic),David Cronenberg
22298,0,['Emergent Films Ltd.'],1970,Crimes of the Future,David Cronenberg
22299,0,[],1961,Gold of Rome,Carlo Lizzani
22300,0,[],2012,Entity,Steve Stone
22301,0,"['Samuel Goldwyn Films', 'WWE Studios']",2010,Legendary,Mel Damski
22302,0,['RKO Radio Pictures'],1931,Millie,John Francis Dillon
22303,0,"['Riviera Films', 'Tirrenia Film']",1952,Stranger on the Prowl,Joseph Losey
22304,0,[],2009,The War Boys,Ron Daniels
22305,0,"['South Creek Pictures', 'Dynan Productions', 'Foundation Features']",2011,The Entitled,Aaron Woodley
22306,0,"['CBS Entertainment Productions', 'Hallmark Entertainment', 'Hallmark Hall of Fame Productions']",2005,The Magic of Ordinary Days,Brent Shields
22307,0,"['Ego Film Arts', 'The Film Farm', 'A24', 'eOne Entertainment']",2014,The Captive,Atom Egoyan
22308,0,"['New Artists Alliance', 'Caliber Media Company', 'NightSky Productions']",2014,The Scribbler,John Suits
22309,0,['Fisheye Pictures'],2013,Ilo Ilo,Anthony Chen
22310,10000000,"['Paramount Pictures', 'Mosfilm', 'Vides Cinematografica']",1969,The Red Tent,Mikhail Kalatozov
22311,0,[],2013,Facing Fear,Jason Cohen
22312,0,"['Coram Deo Studios', 'Birchwood Pictures']",2013,Grace Unplugged,Brad J. Silverman
22313,0,['Gramercy Pictures'],1958,The Return of Dracula,Paul Landres
22314,0,[],2009,Podwórka,Sharon Lockhart
22315,0,[],2008,It's My Mother's Birthday Today,Guy Maddin
22316,0,[],1969,Spare Bed-Room,Frans Zwartjes
22317,0,[],2008,Skhizein,Jérémy Clapin
22318,0,[],1997,A Christmas Memory,Glenn Jordan
22319,0,[],1997,Alien Nation: The Udara Legacy,Kenneth Johnson
22320,0,"['Continental Motion Pictures', 'M&C Films', 'Royal Films']",1985,Alien Predator,Deran Sarafian
22321,0,['U.S. Army Signal Corps'],1945,Appointment in Tokyo,Jack Hively
22322,0,['Svensk Filmindustri (SF)'],1986,The Children of Noisy Village,Lasse Hallström
22323,0,['Svensk Filmindustri (SF)'],1987,More About the Children of Noisy Village,Lasse Hallström
22324,0,[],1969,The Haunted Castle,Tokuzô Tanaka
22325,22000000,['Constantin Film'],2013,Justin and the Knights of Valour,Manuel Sicilia
22326,0,[],1968,Peony Lantern,Satsuo Yamamoto
22327,0,['MTV Films'],2014,Bad Grandpa.5,Jeff Tremaine
22328,0,[],1997,The Swan Princess: Escape from Castle Mountain,Richard Rich
22329,0,['Metro-Goldwyn-Mayer (MGM)'],1941,Barnacle Bill,Richard Thorpe
22330,0,['Gar Bo Films Company'],1979,Odd Couple,Chia-Yung Liu
22331,700000,[],2009,The Lady and the Reaper (La dama y la muerte),Javier Recio Gracia
22332,0,[],2003,Ward 13,Peter Cornwell
22333,0,[],2005,Rabbit,Run Wrake
22334,0,['Four Knights Film'],2014,The Dark Horse,James Napier Robertson
22335,0,['Alamdary'],2014,Corn Island,George Ovashvili
22336,0,[],2010,Celine: Through the Eyes of the World,Stéphane Laporte
22337,0,"[""Loew's"", 'Metro-Goldwyn-Mayer (MGM)']",1949,Challenge to Lassie,Richard Thorpe
22338,0,"['Canadian Film or Video Production Tax Credit (CPTC)', 'Quebec Film and Television Tax Credit', 'SODEC', 'National Film Board of Canada (NFB)', 'Canadian Television (CTV)', 'Eye Steel Film']",2009,RiP: A Remix Manifesto,Brett Gaylor
22339,26000000,['Relativity Media'],2014,The Best of Me,Michael Hoffman
22340,10,['Gateway Films'],2014,Plastic,Julian Gilbey
22341,0,['Metro-Goldwyn-Mayer (MGM)'],1962,Two Weeks in Another Town,Vincente Minnelli
22342,0,"['Arclight Films', 'Beijing Shuijing Shenlan International Media Co.', 'Asia Tropical Films']",2014,Reclaim,Alan White
22343,0,[],2011,Good for Nothing,Mike Wallis
22344,0,"['Amuse Soft Entertainment', 'Arc Entertainment']",2008,Snakes and Earrings,Yukio Ninagawa
22345,50000000,"['Village Roadshow Pictures', 'Warner Bros.', 'Big Kid Pictures', 'Team Downey']",2014,The Judge,David Dobkin
22346,0,"['Myriad Pictures', 'Unison Films', 'Kim and Jim Productions', 'Division Films', 'Dreambridge Films']",2014,The Disappearance of Eleanor Rigby: Them,Ned Benson
22347,0,"['Parts and Labor', 'Mm...Buttered Panini Productions', 'Charlie Guidance']",2014,Love Is Strange,Ira Sachs
22348,0,['Films de la Pleiade'],1956,All the Memory in the World,Alain Resnais
22349,0,[],1957,The Mischief Makers,François Truffaut
22350,0,"['Ulysse Production', 'Town', 'Unitec Films']",1962,Antoine and Colette,François Truffaut
22351,0,[],2014,The Culture High,Brett Harvey
22352,0,['Lighthouse Pictures'],2014,Recipe for Love,Ron Oliver
22353,0,[],2002,Mount Head,Kôji Yamamura
22354,68000000,"['Columbia Pictures', 'QED International', 'Crave Films', 'LStar Capital', 'Huayi Brothers Media', 'Le Grisbi Productions']",2014,Fury,David Ayer
22355,0,"['Gross-Weston Productions', '24 Frames Digital Films', ""Boyfriend's Dogs Films""]",2014,My Boyfriends' Dogs,Terry Ingram
22356,10500000,"['Zentropa Productions', 'Spier Films', 'Forward Films']",2014,The Salvation,Kristian Levring
22357,0,[],2008,SIS,John Herzfeld
22358,30000000,"['Gaumont', 'TF1 Films Productions', 'Lucky Red', 'Canal+', 'uFilm', 'Silver Reel', 'Umedia', 'Od Shots', 'YRF Entertainment', 'Stone Angels']",2014,Grace of Monaco,Olivier Dahan
22359,0,"['Fog City Pictures', 'Precept Productions', 'Objective 49']",2013,Torn,Jeremiah Birnbaum
22360,13000000,"['The Weinstein Company', 'Crescendo Productions', 'Chernin Entertainment', 'Goldenlight Films']",2014,St. Vincent,Theodore Melfi
22361,0,"['S.U.M.O. Film', 'Philip-Gröning-Filmproduktion']",2001,Berlin Babylon,Hubertus Siegert
22362,0,"['Quickfire Films', 'Spier Films', 'Bifrost Pictures', 'Subotica Entertainment']",2014,Young Ones,Jake Paltrow
22363,0,['Mountainbridge Films'],2013,The Mine,Jeff Chamberlain
22364,1500000,"['Zero Gravity Management', 'Vitamin A Films', 'Yellow Brick Films', 'Bo-Town Films', 'Emerald Peak Entertainment']",2012,Mine Games,Richard Gray
22365,0,['Twentieth Century Fox Film Corporation'],1936,Charlie Chan at the Race Track,H. Bruce Humberstone
22366,0,['Twentieth Century Fox Film Corporation'],1940,Charlie Chan at the Wax Museum,Lynn Shores
22367,0,['Twentieth Century Fox Film Corporation'],1939,Charlie Chan at Treasure Island,Norman Foster
22368,0,['Twentieth Century Fox Film Corporation'],1939,City in Darkness,Herbert I. Leeds
22369,0,['Twentieth Century Fox Film Corporation'],1938,Charlie Chan in Honolulu,H. Bruce Humberstone
22370,0,[],2011,(A)sexual,Angela Tucker
22371,0,[],1982,Oslinaya shkura,Nadezhda Kosheverova
22372,0,[],1981,That Kiljunen Family,Matti Kuortti
22373,0,['Gorky Film Studio'],1987,Lilac Ball,Pavel Arsenov
22374,0,"['The Asylum', 'The Global Asylum', 'Asylum, The']",2014,Sleeping Beauty,Casper Van Dien
22375,0,"['Serendipity Point Films', 'Citizen Jones']",2014,Stage Fright,Jerome Sable
22376,0,"['WWE Studios', 'Snowfall Films']",2011,The Chaperone,Stephen Herek
22377,0,['NEST Family Entertainment'],1998,The Swan Princess: The Mystery of the Enchanted Treasure,Richard Rich
22378,0,['Twentieth Century Fox Film Corporation'],1940,Charlie Chan in Panama,Norman Foster
22379,0,['Twentieth Century Fox Film Corporation'],1939,Charlie Chan in Reno,Norman Foster
22380,0,['Twentieth Century Fox Film Corporation'],1941,Charlie Chan in Rio,Harry Lachman
22381,0,['Monogram Pictures'],1944,Charlie Chan in the Chinese Cat,Phil Rosen
22382,0,['Twentieth Century Fox Film Corporation'],1937,Charlie Chan on Broadway,Eugene Forde
22383,0,['Cone Arts'],2011,The Wise Kids,Stephen Cone
22384,0,[],1966,A Modern Coed,Éric Rohmer
22385,0,['Media Education Foundation'],1998,Advertising and the End of the World,Sut Jhally
22386,0,[],1999,"Tough Guise: Violence, Media & the Crisis in Masculinity",Sut Jhally
22387,0,['Panic Pictures'],2007,The Chair,Brett Sullivan
22388,0,['Pyramide Distribution'],2013,Miss and the Doctors,Axelle Ropert
22389,225000,"['United Artists', 'Bel-Air Productions']",1956,The Black Sleep,Reginald Le Borg
22390,0,['Planet Productions'],1989,Grave Secrets,Donald P. Borchers
22391,28000000,"['Walt Disney Pictures', '21 Laps Entertainment', 'Jim Henson Company, The']",2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Miguel Arteta
22392,0,['Fox Film Corporation'],1932,Charlie Chan's Chance,John G. Blystone
22393,0,['BBC Three'],2014,My Brother the Terrorist,Robb Leech
22394,0,['William Goetz Productions'],1957,The Brothers Rico,Phil Karlson
22395,0,[],1956,El malvado Carabel,Fernando Fernán Gómez
22396,16000000,['Stoney Lake Entertainment'],2014,Left Behind,Vic Armstrong
22397,0,[],1960,"Presentation, or Charlotte and Her Steak",Éric Rohmer
22398,0,[],1975,Mariya,Aleksandr Sokurov
22399,0,"['Sunchild Productions', 'Les Films de la Boétie', 'Gerico Sound']",1975,Pleasure Party,Claude Chabrol
22400,0,['New Chapter Productions'],2013,My Father and the Man in Black,Jonathan Holiff
22401,0,"['Lemming Film', 'Motlys']",2014,Blind,Eskil Vogt
22402,0,[],2002,10 Minutes,Ahmed Imamovic
22403,0,[],1988,(Absolutions) Pipilotti's Mistakes,Pipilotti Rist
22404,176199,['Imagos Films'],2013,Motivational Growth,Don Thacker
22405,0,[],2006,"Dance Party, USA",Aaron Katz
22406,4000000,['Majestic Filmproduktion'],2014,Tour de Force,Christian Zübert
22407,0,[],2014,Harmontown,Neil Berkeley
22408,0,[],1985,You Killed Me First,Richard Kern
22409,0,"['Twin Engine Films', 'Pink Buffalo Films', 'Abduction Films', 'Manis Film', 'Cargo Entertainment', 'Vicarious Entertainment']",2014,Extraterrestrial,Colin Minihan
22410,0,[],2008,Loner,Jae-shik Park
22411,0,"['A71 Productions', 'Festina Lente Productions', 'Story Engine Pictures']",2012,Blackbird,Jason Buxton
22412,0,['RKO Radio Pictures'],1951,The Whip Hand,William Cameron Menzies
22413,0,['Castle Rock Entertainment'],2014,The Rewrite,Marc Lawrence
22414,0,"['Next Entertainment', 'Lawrence Bender Productions', 'BIG Pictures', 'Exclusive Media Group', 'Mob Scene Creative Productions']",2014,Alien Abduction,Matty Beckerman
22415,0,['Hammer Film Productions'],1967,The Mummy's Shroud,John Gilling
22416,0,"['Metropolitan International Pictures', 'bad axe productions']",1964,The Creeping Terror,Vic Savage
22417,0,[],1990,Why Me?,Gene Quintano
22418,0,[],1983,Judgement Day,Manuel De Landa
22419,0,[],1978,Violette,Claude Chabrol
22420,5000000,"['Universal Pictures', 'Dentsu Inc.', 'Platinum Dunes', 'Media Rights Capital', 'Blumhouse Productions', 'Fuji Television Network', 'Hasbro Studios', '5150 Action', 'White Noise Factory']",2014,Ouija,Stiles White
22421,0,['Australian Broadcasting Corporation'],2014,Stop at Nothing: The Lance Armstrong Story,Alex Holmes
22422,0,[],1991,A Star for Two,Jim Kaufman
22423,0,"['Telecinco', 'Estudios Picasso', 'Filmax']",2006,The Baby's Room,Álex de la Iglesia
22424,8000000,"['Original Film', 'Stage 6 Films', 'RCR Media Group']",2011,S.W.A.T.: Firefight,Benny Boom
22425,8500000,"['Bold Films', 'Sierra / Affinity']",2014,Nightcrawler,Dan Gilroy
22426,0,[],2013,The Condemned,Nick Read
22427,0,"['RabbitBandini Productions', 'Made In Film-Land']",2014,Child of God,James Franco
22428,0,[],1940,Blondie on a Budget,Frank R. Strayer
22429,0,['Abbas Kiarostami Productions'],1972,Recess,Abbas Kiarostami
22430,0,[],1975,Two Solutions for One Problem,Abbas Kiarostami
22431,0,[],1982,The Chorus,Abbas Kiarostami
22432,0,[],1994,Darkside Blues,Yoriyasu Kogawa
22433,9000000,"['Pannónia Filmstúdió', 'Felix the Cat Creations']",1988,Felix the Cat: The Movie,Tibor Hernádi
22434,0,['Roland West Productions'],1926,The Bat,Roland West
22435,0,[],2014,Disaster L.A.,Turner Clay
22436,0,['852 Films'],2010,Dream Home,Ho-Cheung Pang
22437,4000000,"['Atípica Films', 'Atresmedia Cine', 'Sacromonte Films']",2014,Marshland,Alberto Rodríguez
22438,0,"['Powercorp', 'Baltic Film Group', 'British Broadcasting Corporation (BBC)', 'BBC Drama Group']",2005,Archangel,Jon Jones
22439,0,['Hammer Film Productions'],1953,Bad Blonde,Reginald Le Borg
22440,0,['Twentieth Century Fox Film Corporation'],1959,Blue Denim,Philip Dunne
22441,50000000,"['Twentieth Century Fox Film Corporation', 'Reel FX Creative Studios', 'Twentieth Century Fox Animation', 'Chatrone']",2014,The Book of Life,Jorge R. Gutiérrez
22442,0,"['Constantin Film', 'Octagon Films']",2014,"Love, Rosie",Christian Ditter
22443,0,"['China Film Co-Production Corporation', 'Huayi Brothers']",2013,Young Detective Dee: Rise of the Sea Dragon,Hark Tsui
22444,0,['Twentieth Century Fox Film Corporation'],1943,The Dancing Masters,Malcolm St. Clair
22445,0,['Two Guys and a Film'],2014,Hard Sun,Canyon Prince
22446,0,"['FJ Productions', 'BB Films']",2014,"Like Sunday, Like Rain",Frank Whaley
22447,0,"['Uncooperative Pictures', 'XLrator Media', 'Royal Pictures']",2014,Time Lapse,Bradley King
22448,0,"['Charles B. Pierce Film Productions', 'Howco International Pictures']",1975,Winterhawk,Charles B. Pierce
22449,0,"['Embassy Pictures Corporation', 'Rankin/Bass Productions', 'Videocraft International']",1967,Mad Monster Party?,Jules Bass
22450,0,[],2005,A Very Social Secretary,Jon Jones
22451,0,['Universal Pictures'],1965,Blindfold,Philip Dunne
22452,0,"['Gaumont', 'Canal+', 'Ciné+', 'Scope Pictures', 'Les films du cap', 'A Contracorriente Films']",2013,Turning Tide,Christophe Offenstein
22453,0,"['Nickelodeon Movies', 'Centre Street']",2000,CryBaby Lane,Peter Lauer
22454,0,[],2001,Star,Guy Ritchie
22455,0,"['National Film Board of Canada', 'National Film Board of Canada (NFB)']",1988,The Cat Came Back,Cordell Barker
22456,0,['National Film Board of Canada (NFB)'],1985,The Big Snit,Richard Condie
22457,15000000,"['DNA Films', 'Universal Pictures International (UPI)', 'Film4', 'A24']",2015,Ex Machina,Alex Garland
22458,1400000,"['Helsinki Filmi Oy', 'Revolver Amsterdam']",2014,They Have Escaped,J.-P. Valkeapää
22459,0,"['New Holland Pictures', 'K5 Film', 'Eltham Strathmore Pictures']",2009,Separation City,Paul Middleditch
22460,0,['Shaw Brothers'],1978,Crippled Avengers,Cheh Chang
22461,0,['National Film Board of Canada (NFB)'],2009,Runaway,Cordell Barker
22462,0,['National Film Board of Canada'],2002,Strange Invaders,Cordell Barker
22463,0,['Columbia Pictures Corporation'],1952,Thief of Damascus,Will Jason
22464,0,"['Intertamar', 'Trenchard Productions']",1978,Stunt Rock,Brian Trenchard-Smith
22465,0,[],2012,A Cube of Sugar,Reza Mirkarimi
22466,0,['Producers Releasing Corporation'],1943,Dead Men Walk,Sam Newfield
22467,0,['United Artists'],1975,Inserts,John Byrum
22468,0,"['Orion Pictures', 'Further Productions']",1980,Heart Beat,John Byrum
22469,0,[],2008,The Bridge,Wolfgang Panzer
22470,0,['Blue Dolphin Film Distributors'],1995,A Fistful of Fingers,Edgar Wright
22471,0,"['Fuzzy Logic Pictures', 'Strongman', 'Wigwam Films']",2014,Before I Disappear,Shawn Christensen
22472,0,['Tarwathie Films'],2014,Crimes Against Humanity,Jerzy Rose
22473,89,"['Revolver Picture Company', 'Elevative Entertainment']",2013,Beneath,Ben Ketai
22474,0,"['Twentieth Century Fox Film Corporation', 'Laurel and Hardy Feature Productions']",1941,Great Guns,Monty Banks
22475,0,['Junior-Filmi'],1952,The White Reindeer,Erik Blomberg
22476,0,['Twentieth Century Fox Film Corporation'],1943,Jitterbugs,Malcolm St. Clair
22477,0,['Ealing Studios'],1940,The Tunnel,Pen Tennyson
22478,0,[],2011,Breaking and Entering,Benjamin Fingerhut
22479,0,[],2014,Bronx Obama,Ryan Murdock
22480,0,['Metro-Goldwyn-Mayer (MGM)'],1942,Calling Dr. Gillespie,Harold S. Bucquet
22481,0,['Fox Film Corporation'],1933,Charlie Chan's Greatest Case,Hamilton MacFadden
22482,0,"['Film4', 'Lipsync Productions', 'Thin Man Films', 'Focus Features International (FFI)', 'France 3 Cinema', 'Xofa Productions', 'Untitled 13']",2014,Mr. Turner,Mike Leigh
22483,0,[],2012,Bound by Flesh,Leslie Zemeckis
22484,0,"['Heretic Films', 'Scorched Films', 'Fidelio']",2014,Copenhagen,Mark Raso
22485,50,['Waterfront Productions'],2014,Serial Killer Culture,John Borowski
22486,0,['Twentieth Century Fox Film Corporation'],1940,Charlie Chan's Murder Cruise,Eugene Forde
22487,0,['Twentieth Century Fox Film Corporation'],1936,Charlie Chan's Secret,Gordon Wiles
22488,0,"['Paramount Pictures', 'Universal Pictures', 'Nickelodeon Network', 'Paramount Animation']",2003,Charlotte's Web 2: Wilbur's Great Adventure,Mario Piluso
22489,0,['Ealing Studios'],1947,Hue and Cry,Charles Crichton
22490,0,"['Gemini Films', 'Radiotelevisão Portuguesa (RTP)', 'Madragoa Filmes']",2003,Come and Go,João César Monteiro
22491,0,[],1992,The Last Dive,João César Monteiro
22492,0,"['Blumhouse Productions', 'Wonderland Sound and Vision']",2014,Mercy,Peter Cornwell
22493,0,"['Columbia Pictures Corporation', 'Warwick Film Productions']",1953,Paratrooper,Terence Young
22494,0,['Pixar Animation Studios'],2011,Toy Story Toons: Hawaiian Vacation,Gary Rydstrom
22495,0,"['Gracie Films', 'Twentieth Century Fox Film Corporation']",2012,The Longest Daycare,David Silverman
22496,0,['Pixar Animation Studios'],2011,Toy Story Toons: Small Fry,Angus MacLane
22497,0,[],2005,9,Shane Acker
22498,0,[],2012,Wyatt Earp's Revenge,Michael Feifer
22499,0,"['Media Asia Films', 'Blue Fiction']",2009,The Sniper,Dante Lam
22500,0,[],2000,Madame Bovary,Tim Fywell
22501,0,[],2003,Cambridge Spies,Tim Fywell
22502,0,[],2012,Calm at Sea,Volker Schlöndorff
22503,0,[],2005,Animal,Rose Bosch
22504,0,"['TLA Releasing', 'Squirrel Films', 'Timeless Films']",2012,The Wedding Video,Nigel Cole
22505,0,['Seven Pictures'],2010,Young Goethe in Love,Philipp Stölzl
22506,3600000,[],2008,The Crew,Adrian Vitoria
22507,6000000,['North by Northwest Entertainment'],2011,The Hit List,William Kaufman
22508,0,[],2005,The Prodigy,William Kaufman
22509,0,"['Silver Nitrate Films', 'Silver Nitrate Pictures']",2013,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,Craig Moss
22510,0,"['Film Workshop', 'Golden Princess Film Production Ltd.']",1989,A Better Tomorrow III: Love and Death in Saigon,Hark Tsui
22511,0,"['20th Century Fox Home Entertainment', 'WWE Studios', 'Marine 2 Productions']",2009,The Marine 2,Roel Reiné
22512,500000,[],1999,The Delivery,Roel Reiné
22513,5200000,"['CC Capital Arts Entertainment SRL', 'Universal 1440 Entertainment']",2013,Dead in Tombstone,Roel Reiné
22514,0,"['20th Century Fox Home Entertainment', 'Film Afrika Worldwide']",2014,Seal Team Eight: Behind Enemy Lines,Roel Reiné
22515,0,['Maipo Film'],2013,Louis & Luca and the Snow Machine,Rasmus A. Sivertsen
22516,0,[],2011,Barbie: A Perfect Christmas,Mark Baldo
22517,0,['Threshold Animation Studios'],2011,Lego Hero Factory: Savage Planet,Howard E. Baker
22518,0,['Threshold Animation Studios'],2010,Lego Hero Factory: Rise of the Rookies,Mark Baldo
22519,0,"['Larry Levinson Productions', 'Hallmark Entertainment', 'Enigma Pictures']",2004,King Solomon's Mines,Steve Boyum
22520,0,['Yleisradio (YLE)'],1996,Santa Claus and the Magic Drum,Mauri Kunnas
22521,0,['Universal Cartoon Studios'],1996,The Land Before Time IV: Journey Through the Mists,Roy Allen Smith
22522,0,['Universal Cartoon Studios'],1997,The Land Before Time V: The Mysterious Island,Charles Grosvenor
22523,0,[],1998,The Land Before Time VI: The Secret of Saurus Rock,Charles Grosvenor
22524,0,['Universal Pictures'],1998,An American Tail: The Treasure of Manhattan Island,Larry Latham
22525,0,['Universal Pictures'],1999,An American Tail: The Mystery of the Night Monster,Larry Latham
22526,0,"['Minds Eye Entertainment', 'Moving Pictures Media', 'International Pictures Three', 'Gloucester Place Films']",2013,Stranded,Roger Christian
22527,0,[],2003,Special Forces,Isaac Florentine
22528,0,[],2005,Category 7: The End of the World,Dick Lowry
22529,0,['Alan Landsburg Productions'],1980,The Jayne Mansfield Story,Dick Lowry
22530,0,['WWE Studios'],2013,The Marine 3: Homefront,Scott Wiper
22531,0,['Kinokompaniya CTB'],2010,The Stoker,Aleksey Balabanov
22532,0,['CTB Film Company'],2005,Blind Man's Bluff,Aleksey Balabanov
22533,0,"['XYZ Films', '8th In Line']",2014,These Final Hours,Zak Hilditch
22534,12000000,['teamWorx Produktion für Kino und Fernsehen GmbH'],2013,Generation War,Philipp Kadelbach
22535,10000000,"['Emperor Motion Pictures', 'Shanghai Film Group', 'Chang-Hong Channel Film & Video Co.']",2008,Kung Fu Dunk,Yen-Ping Chu
22536,0,"['UTV Motion Pictures', 'Vishal Bhardwaj Pictures']",2014,Haider,Vishal Bhardwaj
22537,0,['Puerto Vallarta Squeeze Productions'],2003,Puerto Vallarta Squeeze,Arthur Allan Seidelman
22538,0,[],2004,Soccer Dog: European Cup,Sandy Tung
22539,0,[],2001,Under Heavy Fire,Sidney J. Furie
22540,4411044,[],2002,The Circle,Sidney J. Furie
22541,0,['Peace Arch Entertainment Group'],2005,American Soldiers,Sidney J. Furie
22542,0,"['Ad Hominem Enterprises', 'Lila 9th Productions']",2015,"Kumiko, The Treasure Hunter",David Zellner
22543,0,['Wanda Films'],2006,La gran final,Gerardo Olivares
22544,0,"['Frisbeefilms', 'Zweites Deutsches Fernsehen (ZDF)', 'Kaissar Film', 'Wild Bunch Germany']",2014,Stereo,Maximilian Erlenwein
22545,0,"['barefoot films', 'Warner Bros.']",2012,Schutzengel,Til Schweiger
22546,0,"['Hal Roach Studios', 'Warner Bros.']",1977,Starship Invasions,Ed Hunt
22547,0,['Jigsaw Productions'],2013,History of the Eagles,Alison Ellwood
22548,3600000,"['Tatfilm', 'Société Parisienne de Production', 'Ulrich Seidl Film Produktion GmbH']",2012,Paradise: Love,Ulrich Seidl
22549,0,"['Cinematic Vision', 'Searock Films']",2011,Beyond the Border,Richard Holm
22550,0,"['Sirena Film', 'AlphaVille Pictures Copenhagen']",2010,Everything Will Be Fine,Christoffer Boe
22551,3700000,"['Filmpool Nord', 'BOB Film Sweden AB', 'Nimbus Film Productions']",2013,The Hour of the Lynx,Søren Kragh-Jacobsen
22552,0,['Contemporary Productions'],1961,The Young Savages,John Frankenheimer
22553,0,['Warner Bros.'],1972,Rage,George C. Scott
22554,914,['Acne Film'],2012,Lycka till och ta hand om varandra,Jens Sjögren
22555,0,[],2010,Chasing Madoff,Jeff Prosserman
22556,0,['Metro-Goldwyn-Mayer (MGM)'],1930,Chasing Rainbows,Charles Reisner
22557,0,['RKO Radio Pictures'],1936,Chatterbox,George Nichols Jr.
22558,0,"['Baby Cow Productions', 'Stubborn Heart Films']",2014,Northern Soul,Elaine Constantine
22559,500000,[],2006,Checking Out,Jeff Hare
22560,4500000,['Children of the Corn Productions'],2009,Children of the Corn,Donald P. Borchers
22561,0,['Blue Rider Pictures'],1999,Children of the Corn 666: Isaac's Return,Kari Skogland
22562,0,['Blue Rider Pictures'],1998,Children of the Corn V: Fields of Terror,Ethan Wiley
22563,0,"['Dimension Films', 'Gatlin Films']",2011,Children of the Corn: Genesis,Joel Soisson
22564,2500000,"['Neo Art & Logic', 'Creepersin Films']",2001,Children of the Corn: Revelation,Guy Magar
22565,0,[],2008,Chile puede,Ricardo Larraín
22566,0,['Play Art'],1958,Christine,Pierre Gaspard-Huit
22567,0,[],1992,Christmas in Connecticut,Arnold Schwarzenegger
22568,0,['Covenant Communications'],2012,Christmas Oranges,John Lyde
22569,0,[],2003,Cleopatra,Eduardo Mignogna
22570,0,[],1999,Cleopatra,Franc Roddam
22571,0,"['Gaumont', 'LGM Productions', 'Josy Films', 'France 3 Cinema']",2008,A French Gigolo,Josiane Balasko
22572,0,[],2010,Coach,Will Frears
22573,0,"['NBC', 'Metro-Goldwyn-Mayer (MGM)']",1985,Code Name: Emerald,Jonathan Sanger
22574,0,"['Nelson Entertainment', 'New Galactic', 'Tate Productions']",1988,Cohen and Tate,Eric Red
22575,0,"['The Kushner-Locke Company', 'Illusion Entertainment Group', 'Baumgarten']",1997,Cold Around the Heart,John Ridley
22576,0,[],2012,Cold Blooded,Jason Lapeyre
22577,0,[],2001,Cold Heart,Dennis Dimster
22578,0,['Allied Artists Pictures'],1958,"Cole Younger, Gunfighter",R.G. Springsteen
22579,7700000,"['Canal+', 'Grive Productions', 'EuropaCorp']",2013,Collision,David Marconi
